#adjectives_kung_fu_panda_comented (1)
swim|verb|swim.jpg|To move in water.|fMTHrvskSW8
conscience|noun|conscience.jpg|The inner sense of what is right or wrong.|fMTHrvskSW8
feeling|verb|feeling.jpg|To have a sensation of something.|fMTHrvskSW8
touch|verb|touch.jpg|To put the hand into contact with something to feel it.|fMTHrvskSW8
#White_Lion
lands|noun|lands.jpg|Parts of the earth's surface not covered by a body of water.|yyw-9qg97RQ
cast out|verb|cast out.jpg|To eject, expel, banish, kick out.|yyw-9qg97RQ
embarks|verb|embarks.jpg|To board a ship, aircraft, or other vehicle, as for a journey. to begin.|yyw-9qg97RQ
remarkable|yyw-9qg97RQ
struggling|verb|struggling.jpg|To contend with an adversary or opposing force.|yyw-9qg97RQ
#whquestions_cinderella
trial|noun|trial.jpg|Test, proof, evidence, trial, assay, exam. know its qualities.|20DF6U1HcGQ
cinderwench|noun|cinderwench.jpg|Light gray mineral powder that remains as residue of a combustion.|20DF6U1HcGQ
either|adverb|either.jpg|People or things that have common characteristics.|20DF6U1HcGQ
kindness|noun|kindness.jpg|Kind, considerate, or helpful act.|20DF6U1HcGQ
rag|noun|rag.jpg|Rag plural noun: rags (a piece of old cloth, especially one torn from a larger piece, used typically for cleaning things).|20DF6U1HcGQ
comfortable|adjective|comfortable.jpg|Providing physical ease and relaxation.|20DF6U1HcGQ
#why_do_birds_fly_like_this_conditionals
journey|_z1sWpfrKEE
swallow|noun|swallow.jpg|A kind of bird.|_z1sWpfrKEE
avoid|verb|avoid.jpg|To keep away from; keep clear of; shun; to prevent from happening.|_z1sWpfrKEE
flapping|verb|flapping.jpg|To move up and down, as wings; flap the wings, or make similar movements.|_z1sWpfrKEE
straits|noun|straits.jpg|A narrow passage of water connecting two large bodies of water.|_z1sWpfrKEE
#Work_phrasal_verbs
apology|noun|apology.jpg|A defense, excuse, or justification in speech or writing, as for a cause or doctrine.|3F-WSUSE2ss
measles|noun|measles.jpg|An acute infectious disease occurring mostly in children, characterized by catarrhal and febrile symptoms and an eruption of small red spots; rubeola.|3F-WSUSE2ss
flights|noun|flights.jpg|The acts, manner, or power of flying.|3F-WSUSE2ss
rescheduling|verb|rescheduling.jpg|To replan for a certain date.|3F-WSUSE2ss
queuing|verb|queuing.jpg|To plan for a certain date.|3F-WSUSE2ss
blame|verb|blame.jpg|To place the responsibility for (a fault, error, etc.).|3F-WSUSE2ss
drawers|noun|drawers.jpg|A sliding, lidless, horizontal compartment, as in a piece of furniture, that may be drawn out in order to gain access to it.|3F-WSUSE2ss
