#adjectives_kung_fu_panda_comented (1)
chemestry|chemestry.jpg|s19Fr-_WaXo
fall in love|fall in love.jpg|s19Fr-_WaXo
workout|workout.jpg|s19Fr-_WaXo
endurance|endurance.jpg|s19Fr-_WaXo
annoying|annoying.jpg|s19Fr-_WaXo
enjoyable|enjoyable.jpg|s19Fr-_WaXo
#como_entrenar_a_tu_dragon_1 (1)#cfaJ_1deY8M
axe|axe.jpg|cfaJ_1deY8M
brought|brought.jpg|cfaJ_1deY8M
mighty|mighty.jpg|cfaJ_1deY8M
hunting|hunting.jpg|cfaJ_1deY8M
hammer|hammer.jpg|cfaJ_1deY8M
fishing|fishing.jpg|cfaJ_1deY8M
gently|gently.jpg|cfaJ_1deY8M
sunset|sunset.jpg|cfaJ_1deY8M
pests|pests.jpg|cfaJ_1deY8M
#Comparative1_-_supercafe corregido#
superhero|superhero.jpg|J3vDtZeo1YQ
hang out|hang out.jpg|J3vDtZeo1YQ
rescue|rescue.jpg|J3vDtZeo1YQ
unlock|unlock.jpg|J3vDtZeo1YQ
castle|castle.jpg|J3vDtZeo1YQ
crazy|crazy.jpg|J3vDtZeo1YQ
strange|strange.jpg|J3vDtZeo1YQ
throw|throw.jpg|J3vDtZeo1YQ
costume|costume.jpg|J3vDtZeo1YQ
raccoon|raccoon.jpg|J3vDtZeo1YQ
tail|tail.jpg|J3vDtZeo1YQ
#conditional_0 (1)#zBnKgwnn7i4
made up|made up.png|zBnKgwnn7i4
raindrops|raindrops.png|zBnKgwnn7i4
one another|one another.png|zBnKgwnn7i4
heat|heat.png|zBnKgwnn7i4
turn into|turn into.png|zBnKgwnn7i4
reach|reach.png|zBnKgwnn7i4
droplets|droplets.png|zBnKgwnn7i4
journey|journey.png|zBnKgwnn7i4
tiny|tiny.png|zBnKgwnn7i4
bump|bump.png|zBnKgwnn7i4
#experiments#
fill|fill.jpg|7-BYKKtXCGU
pour|pour.jpg|7-BYKKtXCGU
drops|drops.jpg|7-BYKKtXCGU
sink|sink.jpg|7-BYKKtXCGU
squeeze|squeeze.jpg|7-BYKKtXCGU
funnel|funnel.jpg|7-BYKKtXCGU
release|release.jpg|7-BYKKtXCGU
#ferdinand_demostratives
stubby|stubby.jpg|4eaITAbJ7YM
hooves|hooves.jpg|4eaITAbJ7YM
laugh|laugh.jpg|4eaITAbJ7YM
fight|fight.jpg|4eaITAbJ7YM
pipes|pipes.jpg|4eaITAbJ7YM
#Finding_Nemo_indefinite_pronouns
stripes|stripes.jpg|udbUNzL7odo
breath|udbUNzL7odo
speck|speck.jpg|udbUNzL7odo
spit|spit.jpg|udbUNzL7odo
straight|straight.jpg|udbUNzL7odo
#Friends_Conditional#MEximmbljgY#es palabra y concepto
#harry_potter_3brothersstory_
plucked|plucked.jpg|aJSh1zkPEvc
bragged|bragged.jpg|aJSh1zkPEvc
treacherous|treacherous.jpg|aJSh1zkPEvc
attained|attained.jpg|aJSh1zkPEvc
hooded|hooded.jpg|aJSh1zkPEvc
quarreled|quarreled.jpg|aJSh1zkPEvc
#Have_Charlie (1)#GaogCmNpYtw#palabra y concepto
#hearing
bend|bend.jpg|VxcbppCX6Rk
inner|inner.jpg|VxcbppCX6Rk
impaired|impaired.jpg|VxcbppCX6Rk
age|age.jpg|VxcbppCX6Rk
tiny|VxcbppCX6Rk
raise|raise.jpg|VxcbppCX6Rk
tune|tune.jpg|VxcbppCX6Rk
pick up|pick up.jpg|VxcbppCX6Rk
wave|wave.jpg|VxcbppCX6Rk
liver|liver.jpg|VxcbppCX6Rk
#imperative_shrek_correctec
monster|monster.jpg|mFl8nzZuExE
muffin|muffin.jpg|mFl8nzZuExE
married|married.jpg|mFl8nzZuExE
mirror|mirror.jpg|mFl8nzZuExE
castle|mFl8nzZuExE
princess|princess.jpg|mFl8nzZuExE
king|king.jpg|mFl8nzZuExE
sunset|mFl8nzZuExE
#imperative_trolls_corrected (1)
wonder|wonder.jpg|En7TapBA84M
choose|choose.jpg|En7TapBA84M
hole|hole.jpg|En7TapBA84M
tunnel|tunnel.jpg|En7TapBA84M
diaper|diaper.jpg|En7TapBA84M
boss|boss.jpg|En7TapBA84M
jellyfish|jellyfish.jpg|En7TapBA84M
way|way.jpg|En7TapBA84M
#infinitives_fr_reasons_commented_corrected27marzo#JJxZH_Y5D4s#sopa de letras
#KaratePhrasalverbs#palabra y concepto#|G6f0w5BRasw|
#Lion_king__third_person_present_simple(1)
search|search.jpg|7TavVZMewpY
run away|run away.jpg|7TavVZMewpY
born|born.jpg|7TavVZMewpY
roar|roar.jpg|7TavVZMewpY
feast|feast.jpg|7TavVZMewpY
begging|begging.jpg|7TavVZMewpY
scraps|scraps.jpg|7TavVZMewpY
#Oregon_Forest_present_con (1)
stream|stream.jpg|MhV9r-PFj74
foresters|foresters.jpg|MhV9r-PFj74
rooster tail|rooster tail.jpg|MhV9r-PFj74
logger|logger.jpg|MhV9r-PFj74
harvest|harvest.jpg|MhV9r-PFj74
hiding places|hiding places.jpg|MhV9r-PFj74
landowner|landowner.jpg|MhV9r-PFj74
sake|sake.jpg|MhV9r-PFj74
log|log.jpg|MhV9r-PFj74
shade|shade.jpg|MhV9r-PFj74
#percy#w6aYjbpBm-E
fleece|fleece.jpg|w6aYjbpBm-E
give up|give up.jpg|w6aYjbpBm-E
twist sth off|twist sth off.jpg|w6aYjbpBm-E
annhilation|annhilation.jpg|w6aYjbpBm-E
hang on|hang on.jpg|w6aYjbpBm-E
quest|quest.jpg|w6aYjbpBm-E
turn out|turn out.jpg|w6aYjbpBm-E
look for|look for.jpg|w6aYjbpBm-E
#pets_on.in(1)#LvsKyI3IW5E
throw|LvsKyI3IW5E
cup|cup.jpg|LvsKyI3IW5E
dopes|dopes.jpg|LvsKyI3IW5E
treats|treats.jpg|LvsKyI3IW5E
tail|LvsKyI3IW5E
fetch|fetch.jpg|LvsKyI3IW5E
close|close.jpg|LvsKyI3IW5E
butt|butt.jpg|LvsKyI3IW5E
land|land.jpg|LvsKyI3IW5E
keyboard|keyboard.jpg|LvsKyI3IW5E
#present_cont_sponge_bob#3FKMUa7vCZU
innocent|innocent.jpg|3FKMUa7vCZU
joke|joke.jpg|3FKMUa7vCZU
formula|formula.jpg|3FKMUa7vCZU
stop|stop.jpg|3FKMUa7vCZU
zip it|zip it.jpg|3FKMUa7vCZU
refund|refund.jpg|3FKMUa7vCZU
wrong|wrong.jpg|3FKMUa7vCZU
handbook|handbook.jpg|3FKMUa7vCZU
#shazam(1) (1)#uilJZZ_iVwY
purchase|purchase.jpg|uilJZZ_iVwY
killed|killed.jpg|uilJZZ_iVwY
bound|bound.jpg|uilJZZ_iVwY
strenght|strenght.jpg|uilJZZ_iVwY
leap|leap.jpg|uilJZZ_iVwY
buildings|buildings.jpg|uilJZZ_iVwY
hyperspeed|hyperspeed.jpg|uilJZZ_iVwY
caught|caught.jpg|uilJZZ_iVwY
robbed|robbed.jpg|uilJZZ_iVwY
#SHERLOCKWh#Ho6t683GazQ#palabra y concepto
#SP_Gru (1)#KldF5IyMQ84#no tiene ejercicio
#superlative__3_-_planets
collapse|collapse.jpg|libKVRa01L8
nebula|nebula.jpg|libKVRa01L8
surface|surface.jpg|libKVRa01L8
solid|solid.jpg|libKVRa01L8
rotate|rotate.jpg|libKVRa01L8
orbit|orbit.jpg|libKVRa01L8
dwarf|dwarf.jpg|libKVRa01L8
dust|dust.jpg|libKVRa01L8
#superlative_1-_toy_story (1)#palabra con palabra
#superlative_2_-_sherk#relacionar oracion con palabra faltante
#the_hottest_place_on_Earth_1#v=gKYrXHZwtPw
measure|measure.jpg|gKYrXHZwtPw
harsh|harsh.jpg|gKYrXHZwtPw
equate|equate.jpg|gKYrXHZwtPw
foundries|foundries.jpg|gKYrXHZwtPw
barefoot|barefoot.jpg|gKYrXHZwtPw
scattered|scattered.jpg|gKYrXHZwtPw
#there_is_-_there_are_animal_famiies
alone|alone.jpg|sGsTRkIJSDA
group|group.jpg|sGsTRkIJSDA
lion|lion.jpg|sGsTRkIJSDA
meerkat|meerkat.jpg|sGsTRkIJSDA
gorilla|gorilla.jpg|sGsTRkIJSDA
alpha|alpha.jpg|sGsTRkIJSDA
leader|leader.jpg|sGsTRkIJSDA
pair|pair.jpg|sGsTRkIJSDA
female|female.jpg|sGsTRkIJSDA
male|male.jpg|sGsTRkIJSDA
#to_be_abominable
give up|XrgVtuDRBjM
journey|XrgVtuDRBjM
roof|roof.jpg|XrgVtuDRBjM
look for|XrgVtuDRBjM
gain|gain.jpg|XrgVtuDRBjM
#to_be_ralph(1) (1)
royal|royal.jpg|Jh0cBfaT8Kw
busy|busy.jpg|Jh0cBfaT8Kw
mimicking|mimicking.jpg|Jh0cBfaT8Kw
branch|branch.jpg|Jh0cBfaT8Kw
grab|grab.jpg|Jh0cBfaT8Kw
trick|trick.jpg|Jh0cBfaT8Kw
stripe|stripe.jpg|Jh0cBfaT8Kw
trimming|trimming.jpg|Jh0cBfaT8Kw
numb|numb.jpg|Jh0cBfaT8Kw
rude|rude.jpg|Jh0cBfaT8Kw
#tsunami-A1
harbor|harbor.jpg|Wx9vPv-T51I
besieged|besieged.jpg|Wx9vPv-T51I
gravitational forces|gravitational forces.jpg|Wx9vPv-T51I
wrath|wrath.jpg|Wx9vPv-T51I
withdraw|withdraw.jpg|Wx9vPv-T51I
a stroke of luck|a stroke of luck.jpg|Wx9vPv-T51I
tide|tide.jpg|Wx9vPv-T51I
#unless_The_Lorax
mind|mind.jpg|91wLY3h-rqk
awful|awful.jpg|91wLY3h-rqk
fake|fake.jpg|91wLY3h-rqk
seed|seed.jpg|91wLY3h-rqk
summon|91wLY3h-rqk
chop|chop.jpg|91wLY3h-rqk
#Up_Could#ynrNTjS7ipk#palabra y concepto
#V1#sin respuestas
#V2#sin respuestas
#Video 2_ adverbs of frequency Winnie Pooh#hxFldthKoso
proud|proud.jpg|hxFldthKoso
scary|scary.jpg|hxFldthKoso
brave|brave.jpg|hxFldthKoso
strength|strength.jpg|hxFldthKoso
alone|hxFldthKoso
promise|promise.jpg|hxFldthKoso
leave|leave.jpg|hxFldthKoso
remarkable|remarkable.jpg|hxFldthKoso
together|together.jpg|hxFldthKoso
#video_goingto_NEMO (1)
stuck|stuck.jpg|fMTHrvskSW8
complain|complain.jpg|fMTHrvskSW8
deal|fMTHrvskSW8
light|light.jpg|fMTHrvskSW8
best friend|best friend.jpg|fMTHrvskSW8
see|see.jpg|fMTHrvskSW8
swim|swim.jpg|fMTHrvskSW8
conscience|conscience.jpg|fMTHrvskSW8
feeling|feeling.jpg|fMTHrvskSW8
touch|touch.jpg|fMTHrvskSW8
#White_Lion
cast out|cast out.jpg|yyw-9qg97RQ
embarks|embarks.jpg|yyw-9qg97RQ
lands|lands.jpg|yyw-9qg97RQ
remarkable|yyw-9qg97RQ
struggling|struggling.jpg|yyw-9qg97RQ
#whquestions_cinderella
trials|trials.jpg|20DF6U1HcGQ
comfortable|comfortable.jpg|20DF6U1HcGQ
rags|rags.jpg|20DF6U1HcGQ
kindness|kindness.jpg|20DF6U1HcGQ
cinderwench|cinderwench.jpg|20DF6U1HcGQ
either|either.jpg|20DF6U1HcGQ
#why_do_birds_fly_like_this_conditionals
avoid|avoid.jpg|_z1sWpfrKEE
flapping|flapping.jpg|_z1sWpfrKEE
journet|journet.jpg|_z1sWpfrKEE
straits|straits.jpg|_z1sWpfrKEE
swallow|swallow.jpg|_z1sWpfrKEE
#Work_phrasal_verbs
flights|flights.jpg|3F-WSUSE2ss
queuing|queuing.jpg|3F-WSUSE2ss
apology|apology.jpg|3F-WSUSE2ss
drawers|drawers.jpg|3F-WSUSE2ss
measles|measles.jpg|3F-WSUSE2ss
blame|blame.jpg|3F-WSUSE2ss
rescheduling|rescheduling.jpg|3F-WSUSE2ss
